module,category,file,first_line,matched_patterns
core,gui/menu,src/main/java/net/shadowmage/ancientwarfare/core/network/NetworkHandler.java,12,IGuiHandler | openGui\(
core,gui/menu,src/main/java/net/shadowmage/ancientwarfare/core/network/PacketGui.java,67,openGui\(
core,entity/ai,src/main/java/net/shadowmage/ancientwarfare/core/owner/Owner.java,5,net\.minecraft\.entity\.
core,registry,src/main/java/net/shadowmage/ancientwarfare/core/proxy/ClientProxyBase.java,4,RegistryEvent
core,rendering,src/main/java/net/shadowmage/ancientwarfare/core/render/BaseBakery.java,24,TRSRTransformation
core,codechickenlib,src/main/java/net/shadowmage/ancientwarfare/core/render/BaseBakery.java,3,codechicken\.lib
core,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/core/render/BlockStateKeyGenerator.java,3,IBlockState
core,codechickenlib,src/main/java/net/shadowmage/ancientwarfare/core/render/BlockStateKeyGenerator.java,3,codechicken\.lib
core,codechickenlib,src/main/java/net/shadowmage/ancientwarfare/core/render/RotatableBlockRenderer.java,3,codechicken\.lib
core,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/core/render/property/CoreProperties.java,3,net\.minecraft\.block\.
core,gui/menu,src/main/java/net/shadowmage/ancientwarfare/core/tile/TileResearchStation.java,301,openGui\(
core,block-entity,src/main/java/net/shadowmage/ancientwarfare/core/tile/TileResearchStation.java,10,ITickable
core,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/core/util/BlockFinder.java,107,getMetaFromState\(
core,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/core/util/BlockTools.java,8,net\.minecraft\.block\. | BlockStateContainer
core,entity/ai,src/main/java/net/shadowmage/ancientwarfare/core/util/EntityTools.java,4,net\.minecraft\.entity\.
core,rendering,src/main/java/net/shadowmage/ancientwarfare/core/util/ModelLoaderHelper.java,63,ModelLoader\.setCustom
core,codechickenlib,src/main/java/net/shadowmage/ancientwarfare/core/util/RayTraceUtils.java,3,codechicken\.lib
core,block-entity,src/main/java/net/shadowmage/ancientwarfare/core/util/RenderTools.java,8,TileEntitySpecialRenderer
core,rendering,src/main/java/net/shadowmage/ancientwarfare/core/util/RenderTools.java,3,GlStateManager | BufferBuilder
npc,lifecycle/proxy,src/main/java/net/shadowmage/ancientwarfare/npc/AncientWarfareNPC.java,9,net\.minecraftforge\.fml\.common\.event\.FML | net\.minecraftforge\.fml\.common\.SidedProxy | net\.minecraftforge\.fml\.common\.Mod\.(?:EventHandler|Instance)
npc,commands,src/main/java/net/shadowmage/ancientwarfare/npc/AncientWarfareNPC.java,15,FMLServerStartingEvent
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/AIHelper.java,6,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAI.java,4,net\.minecraft\.entity\. | SharedMonsterAttributes | shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIAttack.java,4,net\.minecraft\.entity\. | SharedMonsterAttributes | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIAttackMeleeLongRange.java,3,net\.minecraft\.entity\. | SharedMonsterAttributes | setMutexBits\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIAttackNearest.java,6,net\.minecraft\.entity\. | EntityAI[A-Z] | shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIBlockWithShield.java,29,shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIDistressResponse.java,12,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIDoor.java,34,shouldExecute\( | updateTask\(
npc,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIDoor.java,3,net\.minecraft\.block\.
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIFleeHostiles.java,5,net\.minecraft\.entity\. | EntityAI[A-Z] | setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIFollowPlayer.java,14,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIHurt.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIMedicBase.java,5,net\.minecraft\.entity\. | EntityAI[A-Z] | SharedMonsterAttributes | setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIMoveHome.java,20,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIRideHorse.java,4,net\.minecraft\.entity\. | EntityAI[A-Z] | SharedMonsterAttributes | shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAISing.java,30,shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIWander.java,3,net\.minecraft\.entity\. | setMutexBits\( | shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcAIWatchClosest.java,4,net\.minecraft\.entity\. | EntityAI[A-Z] | shouldExecute\(
npc,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcNavigator.java,3,net\.minecraft\.block\.
npc,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/npc/ai/NpcWalkNodeProcessor.java,4,net\.minecraft\.block\.
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/faction/NpcAIFactionArcherStayAtHome.java,9,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/faction/NpcAIFactionFleeSun.java,27,shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/faction/NpcAIFactionHurt.java,6,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/faction/NpcAIFactionPanic.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/faction/NpcAIFactionRangedAttack.java,3,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/faction/NpcAIFactionRestrictSun.java,3,net\.minecraft\.entity\. | EntityAI[A-Z] | shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/faction/NpcAIFactionRideHorse.java,4,net\.minecraft\.entity\.
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIOwnerHurtByTarget.java,4,net\.minecraft\.entity\. | EntityAI[A-Z] | setMutexBits\( | shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIOwnerHurtTarget.java,4,net\.minecraft\.entity\. | EntityAI[A-Z] | setMutexBits\( | shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedAlarmResponse.java,11,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedAttackRanged.java,4,net\.minecraft\.entity\. | setMutexBits\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedCommander.java,3,net\.minecraft\.entity\. | SharedMonsterAttributes | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedCourier.java,31,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedFindWorksite.java,27,shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedFollowCommand.java,4,net\.minecraft\.entity\. | setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedGetFood.java,12,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedIdleWhenHungry.java,12,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedPatrol.java,22,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedPriest.java,30,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedRideHorse.java,3,net\.minecraft\.entity\. | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedTrader.java,38,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedWork.java,28,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/owned/NpcAIPlayerOwnedWorkRandom.java,19,setMutexBits\( | shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/vehicle/NpcAIAimVehicle.java,17,shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/vehicle/NpcAIDismountVehicle.java,13,shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/vehicle/NpcAIFindVehicle.java,22,shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/vehicle/NpcAIFireVehicle.java,16,shouldExecute\( | updateTask\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/ai/vehicle/NpcAIMountVehicle.java,16,shouldExecute\( | updateTask\(
npc,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/npc/block/BlockBaseNPC.java,3,net\.minecraft\.block\.
npc,rendering,src/main/java/net/shadowmage/ancientwarfare/npc/block/BlockBaseNPC.java,29,ModelLoader\.setCustom
npc,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/npc/block/BlockTownHall.java,4,net\.minecraft\.block\.
npc,commands,src/main/java/net/shadowmage/ancientwarfare/npc/command/CommandDebugAI.java,3,ICommandSender | CommandBase
npc,commands,src/main/java/net/shadowmage/ancientwarfare/npc/command/CommandFaction.java,3,ICommandSender | CommandBase
npc,commands,src/main/java/net/shadowmage/ancientwarfare/npc/command/CommandTeams.java,3,ICommandSender
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/compat/EpicSiegeCompat.java,18,EntityAI[A-Z]
npc,network,src/main/java/net/shadowmage/ancientwarfare/npc/compat/ebwizardry/ai/EntityAIAttackSpellImproved.java,17,simpleimpl\.(?:IMessage|IMessageHandler)
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/compat/ebwizardry/ai/EntityAIAttackSpellImproved.java,23,net\.minecraft\.entity\. | EntityAI[A-Z] | setMutexBits\( | shouldExecute\( | updateTask\(
npc,wizardry-legacy,src/main/java/net/shadowmage/ancientwarfare/npc/compat/ebwizardry/ai/EntityAIAttackSpellImproved.java,3,electroblob\.wizardry
npc,wizardry-legacy,src/main/java/net/shadowmage/ancientwarfare/npc/container/ContainerNpcFactionSpellcasterWizardry.java,3,electroblob\.wizardry
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/crafting/AWNpcCrafting.java,9,RegistryEvent
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/datafixes/FactionEntityFixer.java,8,RegistryEvent | EntityRegistry
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/datafixes/FactionExpansionEntityFixer.java,12,EntityRegistry
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/datafixes/FactionSpawnerItemFixer.java,11,EntityRegistry
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NoFriendlyFirePotion.java,4,net\.minecraft\.entity\.
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcBard.java,74,openGui\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcBard.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcBase.java,429,openGui\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcBase.java,10,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcBase.java,4,net\.minecraft\.block\.
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcCombat.java,7,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcCourier.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcLevelingStats.java,3,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcPlayerOwned.java,5,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcPriest.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcTrader.java,118,openGui\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcTrader.java,5,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/NpcWorker.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/RangeAttackHelper.java,5,net\.minecraft\.entity\.
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFaction.java,7,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionArcher.java,7,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionBard.java,77,openGui\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionBard.java,5,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionCivilian.java,5,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionLeader.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionMounted.java,4,net\.minecraft\.entity\.
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionMountedArcher.java,7,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionMountedSoldier.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionPriest.java,5,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionSiegeEngineer.java,5,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionSoldier.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionSpellcaster.java,4,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionSpellcasterWizardry.java,206,openGui\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionSpellcasterWizardry.java,12,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,wizardry-legacy,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionSpellcasterWizardry.java,3,electroblob\.wizardry
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionTrader.java,81,openGui\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/faction/NpcFactionTrader.java,5,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/entity/vehicle/NpcSiegeEngineer.java,6,net\.minecraft\.entity\. | EntityAI[A-Z] | SharedMonsterAttributes | shouldExecute\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/event/EventHandler.java,8,net\.minecraft\.entity\. | EntityAI[A-Z]
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiCombatOrder.java,5,GuiContainer
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcBard.java,6,GuiContainer | openGui\(
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcCreativeControls.java,6,GuiContainer | GuiScreen
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcFactionBard.java,6,GuiContainer | openGui\(
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcFactionSpellcasterWizardry.java,6,GuiContainer
npc,wizardry-legacy,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcFactionSpellcasterWizardry.java,3,electroblob\.wizardry
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcFactionTradeSetup.java,6,GuiContainer | GuiScreen
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcFactionTradeView.java,6,GuiContainer | openGui\(
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcInventory.java,7,GuiContainer | GuiScreen | openGui\(
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiNpcPlayerOwnedTrade.java,5,GuiContainer | openGui\(
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiRoutingOrder.java,10,GuiContainer
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiSkinSelection.java,11,GuiContainer | GuiScreen
npc,rendering,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiSkinSelection.java,4,GlStateManager
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiTownHallDeathList.java,5,GuiContainer | GuiScreen
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiTownHallInventory.java,5,GuiContainer | GuiScreen
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiTradeOrder.java,8,GuiContainer
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiTradeTemplateSave.java,4,GuiContainer | GuiScreen
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiTradeTemplateSelect.java,4,GuiContainer | GuiScreen
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiUpkeepOrder.java,6,GuiContainer
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/gui/GuiWorkOrder.java,6,GuiContainer
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/init/AWNPCBlocks.java,7,RegistryEvent | GameRegistry | ObjectHolder
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/init/AWNPCEntities.java,10,RegistryEvent | EntityRegistry
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/init/AWNPCItems.java,10,RegistryEvent | GameRegistry | ObjectHolder
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/init/AWNPCSounds.java,5,RegistryEvent | GameRegistry | ObjectHolder
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemCombatOrder.java,38,openGui\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemCommandBaton.java,12,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemExtendedReachWeapon.java,4,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,rendering,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemNpcSpawner.java,238,ModelLoader\.setCustom
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemPitchfork.java,4,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemRoutingOrder.java,39,openGui\(
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemScythe.java,7,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemSickle.java,4,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemTradeOrder.java,44,openGui\(
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemUpkeepOrder.java,33,openGui\(
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/item/ItemWorkOrder.java,37,openGui\(
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/proxy/NpcClientProxy.java,10,RegistryEvent
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/registry/FactionDefinition.java,5,EntityRegistry
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/registry/NpcDefault.java,3,net\.minecraft\.entity\. | SharedMonsterAttributes
npc,registry,src/main/java/net/shadowmage/ancientwarfare/npc/registry/OwnedNpcDefault.java,5,EntityRegistry
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/render/RenderNpcBase.java,14,net\.minecraft\.entity\.
npc,rendering,src/main/java/net/shadowmage/ancientwarfare/npc/render/RenderNpcBase.java,5,GlStateManager | BufferBuilder
npc,entity/ai,src/main/java/net/shadowmage/ancientwarfare/npc/render/RenderNpcFaction.java,5,net\.minecraft\.entity\.
npc,rendering,src/main/java/net/shadowmage/ancientwarfare/npc/render/RenderNpcFaction.java,3,GlStateManager
npc,rendering,src/main/java/net/shadowmage/ancientwarfare/npc/render/RenderWorkLines.java,4,GlStateManager
npc,gui/menu,src/main/java/net/shadowmage/ancientwarfare/npc/tile/TileTownHall.java,214,openGui\(
npc,block-entity,src/main/java/net/shadowmage/ancientwarfare/npc/tile/TileTownHall.java,12,ITickable
structure,lifecycle/proxy,src/main/java/net/shadowmage/ancientwarfare/structure/AncientWarfareStructure.java,12,net\.minecraftforge\.fml\.common\.event\.FML | net\.minecraftforge\.fml\.common\.SidedProxy | net\.minecraftforge\.fml\.common\.Mod\.(?:EventHandler|Instance)
structure,registry,src/main/java/net/shadowmage/ancientwarfare/structure/AncientWarfareStructure.java,21,GameRegistry | EntityRegistry
structure,worldgen,src/main/java/net/shadowmage/ancientwarfare/structure/AncientWarfareStructure.java,103,WorldGenerator
structure,commands,src/main/java/net/shadowmage/ancientwarfare/structure/AncientWarfareStructure.java,17,FMLServerStartingEvent
structure,rendering,src/main/java/net/shadowmage/ancientwarfare/structure/api/TemplateRuleBlock.java,5,BufferBuilder
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockAdvancedLootChest.java,4,net\.minecraft\.block\.
structure,block-entity,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockAdvancedLootChest.java,61,TileEntitySpecialRenderer
structure,rendering,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockAdvancedLootChest.java,53,ModelLoader\.setCustom
structure,codechickenlib,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockAdvancedLootChest.java,3,codechicken\.lib
structure,gui/menu,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockAdvancedSpawner.java,139,openGui\(
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockAdvancedSpawner.java,3,net\.minecraft\.block\. | BlockStateContainer | createBlockState\( | getMetaFromState\(
structure,block-entity,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockAdvancedSpawner.java,159,TileEntitySpecialRenderer
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockBaseStructure.java,3,net\.minecraft\.block\.
structure,rendering,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockBaseStructure.java,30,ModelLoader\.setCustom
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockBench.java,3,net\.minecraft\.block\. | BlockStateContainer | createBlockState\( | getStateFromMeta\( | getMetaFromState\(
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockBrazierEmber.java,3,net\.minecraft\.block\. | BlockStateContainer | createBlockState\( | getStateFromMeta\( | getMetaFromState\(
structure,rendering,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockBrazierEmber.java,204,ModelLoader\.setCustom
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockBrazierFlame.java,3,net\.minecraft\.block\. | BlockStateContainer | createBlockState\( | getStateFromMeta\( | getMetaFromState\(
structure,rendering,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockBrazierFlame.java,205,ModelLoader\.setCustom
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockChair.java,5,net\.minecraft\.block\. | BlockStateContainer | createBlockState\( | getStateFromMeta\( | getMetaFromState\(
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockCoffin.java,4,net\.minecraft\.block\.
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockCoinStack.java,7,net\.minecraft\.block\. | BlockStateContainer | createBlockState\( | getStateFromMeta\( | getMetaFromState\(
structure,rendering,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockCoinStack.java,190,ModelLoader\.setCustom
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockDecorativeFlag.java,4,net\.minecraft\.block\.
structure,block-entity,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockDecorativeFlag.java,49,TileEntitySpecialRenderer
structure,rendering,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockDecorativeFlag.java,41,ModelLoader\.setCustom
structure,codechickenlib,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockDecorativeFlag.java,3,codechicken\.lib
structure,gui/menu,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockDraftingStation.java,71,openGui\(
structure,block/blockstate,src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockDraftingStation.java,3,net\.minecraft\.block\. | BlockStateContainer | createBlockState\( | getStateFromMeta\( | getMetaFromState\(
