file,replacement_count,details
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockSeat.java,30,call:.isRemote->.isClientSide=1; call:.spawnEntity(->.addFreshEntity(=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.Vec3d->net.minecraft.world.phys.Vec3=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:AxisAlignedBB->AABB=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=2; type:EnumHand->InteractionHand=1; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=6; type:Vec3d->Vec3=4; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockSoundBlock.java,36,call:.isRemote->.isClientSide=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.client.renderer.texture.TextureAtlasSprite->net.minecraft.client.renderer.texture.TextureAtlasSprite=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemBlock->net.minecraft.world.item.BlockItem=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=1; type:EnumHand->InteractionHand=1; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=6; type:ItemBlock->BlockItem=1; type:Side->Dist=4; type:SideOnly->OnlyIn=4; type:TileEntity->BlockEntity=1; type:World->Level=2
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockStake.java,68,call:.isRemote->.isClientSide=1; import:net.minecraft.block.properties.PropertyBool->net.minecraft.world.level.block.state.properties.BooleanProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.ResourceLocation->net.minecraft.resources.ResourceLocation=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=8; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=8; type:EnumHand->InteractionHand=1; type:IBlockAccess->BlockGetter=4; type:IBlockState->BlockState=18; type:PropertyBool->BooleanProperty=2; type:Side->Dist=2; type:SideOnly->OnlyIn=2; type:TileEntity->BlockEntity=1; type:World->Level=4
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockStatue.java,38,call:.isRemote->.isClientSide=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=1; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=2; type:EnumHand->InteractionHand=1; type:IBlockAccess->BlockGetter=2; type:IBlockState->BlockState=10; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:TileEntity->BlockEntity=1; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockStoneCoffin.java,31,import:net.minecraft.block.properties.IProperty->net.minecraft.world.level.block.state.properties.Property=1; import:net.minecraft.block.properties.PropertyEnum->net.minecraft.world.level.block.state.properties.EnumProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.item.Item->net.minecraft.world.item.Item=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=3; type:EntityLivingBase->LivingEntity=1; type:IBlockAccess->BlockGetter=2; type:IBlockState->BlockState=4; type:IProperty->Property=1; type:PropertyEnum->EnumProperty=2; type:Side->Dist=2; type:SideOnly->OnlyIn=2; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockStool.java,37,call:.hasTagCompound()->.hasTag()=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.RayTraceResult->net.minecraft.world.phys.HitResult=1; import:net.minecraft.util.math.Vec3d->net.minecraft.world.phys.Vec3=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=3; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:IBlockAccess->BlockGetter=2; type:IBlockState->BlockState=7; type:RayTraceResult->HitResult=1; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:Vec3d->Vec3=3; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockStretchingRack.java,92,import:net.minecraft.block.properties.PropertyEnum->net.minecraft.world.level.block.state.properties.EnumProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.client.entity.EntityPlayerSP->net.minecraft.client.player.LocalPlayer=1; import:net.minecraft.entity.Entity->net.minecraft.world.entity.Entity=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.IStringSerializable->net.minecraft.util.StringRepresentable=1; import:net.minecraft.util.ResourceLocation->net.minecraft.resources.ResourceLocation=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.RayTraceResult->net.minecraft.world.phys.HitResult=1; import:net.minecraft.util.math.Vec3d->net.minecraft.world.phys.Vec3=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=18; type:EntityLivingBase->LivingEntity=1; type:EntityPlayerSP->LocalPlayer=4; type:EnumFacing->Direction=19; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=15; type:IStringSerializable->StringRepresentable=1; type:PropertyEnum->EnumProperty=2; type:RayTraceResult->HitResult=1; type:Side->Dist=3; type:SideOnly->OnlyIn=3; type:Vec3d->Vec3=2; type:World->Level=5
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockStructureBuilder.java,36,call:.isRemote->.isClientSide=1; call:.setTagCompound(->.setTag(=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.nbt.NBTTagString->net.minecraft.nbt.StringTag=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:EntityPlayer->Player=3; type:EnumFacing->Direction=1; type:EnumHand->InteractionHand=1; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=6; type:NBTTagString->StringTag=1; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:TileEntity->BlockEntity=2; type:World->Level=4
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockStructureScanner.java,33,call:.isRemote->.isClientSide=1; import:net.minecraft.block.properties.PropertyDirection->net.minecraft.world.level.block.state.properties.DirectionProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=1; type:EnumHand->InteractionHand=1; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=7; type:PropertyDirection->DirectionProperty=1; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:TileEntity->BlockEntity=1; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockTable.java,73,call:.hasTagCompound()->.hasTag()=1; import:net.minecraft.block.properties.PropertyBool->net.minecraft.world.level.block.state.properties.BooleanProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.client.entity.EntityPlayerSP->net.minecraft.client.player.LocalPlayer=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.RayTraceResult->net.minecraft.world.phys.HitResult=1; import:net.minecraft.util.math.Vec3d->net.minecraft.world.phys.Vec3=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=13; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:EntityPlayerSP->LocalPlayer=1; type:EnumFacing->Direction=2; type:IBlockAccess->BlockGetter=4; type:IBlockState->BlockState=13; type:PropertyBool->BooleanProperty=8; type:RayTraceResult->HitResult=2; type:Side->Dist=2; type:SideOnly->OnlyIn=2; type:Vec3d->Vec3=2; type:World->Level=5
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockTotemCube.java,20,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.init.SoundEvents->net.minecraft.sounds.SoundEvents=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.SoundCategory->net.minecraft.sounds.SoundSource=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:EntityLivingBase->LivingEntity=1; type:EnumFacing->Direction=4; type:IBlockState->BlockState=4; type:SoundCategory->SoundSource=1; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockTotemPart.java,164,call:.getDefaultState()->.defaultBlockState()=4; call:.getTagCompound()->.getTag()=1; call:.hasTagCompound()->.hasTag()=1; call:.setTagCompound(->.setTag(=1; import:net.minecraft.block.properties.PropertyBool->net.minecraft.world.level.block.state.properties.BooleanProperty=1; import:net.minecraft.block.properties.PropertyEnum->net.minecraft.world.level.block.state.properties.EnumProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.Item->net.minecraft.world.item.Item=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.IStringSerializable->net.minecraft.util.StringRepresentable=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.ResourceLocation->net.minecraft.resources.ResourceLocation=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.RayTraceResult->net.minecraft.world.phys.HitResult=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=41; type:EntityLivingBase->LivingEntity=2; type:EntityPlayer->Player=4; type:EnumFacing->Direction=38; type:IBlockAccess->BlockGetter=4; type:IBlockState->BlockState=18; type:IStringSerializable->StringRepresentable=1; type:NBTTagCompound->CompoundTag=1; type:PropertyBool->BooleanProperty=2; type:PropertyEnum->EnumProperty=2; type:RayTraceResult->HitResult=1; type:Side->Dist=2; type:SideOnly->OnlyIn=2; type:TileEntity->BlockEntity=2; type:World->Level=17
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockTribalChair.java,87,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.client.entity.EntityPlayerSP->net.minecraft.client.player.LocalPlayer=1; import:net.minecraft.entity.Entity->net.minecraft.world.entity.Entity=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.RayTraceResult->net.minecraft.world.phys.HitResult=1; import:net.minecraft.util.math.Vec3d->net.minecraft.world.phys.Vec3=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=29; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:EntityPlayerSP->LocalPlayer=1; type:EnumFacing->Direction=14; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=11; type:RayTraceResult->HitResult=1; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:Vec3d->Vec3=4; type:World->Level=7
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockTribalStool.java,28,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.Vec3d->net.minecraft.world.phys.Vec3=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:AxisAlignedBB->AABB=5; type:EntityLivingBase->LivingEntity=1; type:EnumFacing->Direction=2; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=5; type:Vec3d->Vec3=3; type:World->Level=2
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockUrn.java,29,import:net.minecraft.block.SoundType->net.minecraft.world.level.block.SoundType=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.Entity->net.minecraft.world.entity.Entity=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=2; type:EnumFacing->Direction=1; type:IBlockAccess->BlockGetter=2; type:IBlockState->BlockState=8; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:TileEntity->BlockEntity=1; type:World->Level=2
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockWoodenCoffin.java,25,import:net.minecraft.block.properties.IProperty->net.minecraft.world.level.block.state.properties.Property=1; import:net.minecraft.block.properties.PropertyEnum->net.minecraft.world.level.block.state.properties.EnumProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.item.Item->net.minecraft.world.item.Item=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:EntityLivingBase->LivingEntity=1; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=3; type:IProperty->Property=1; type:PropertyEnum->EnumProperty=2; type:Side->Dist=2; type:SideOnly->OnlyIn=2; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockWoodenPost.java,75,import:net.minecraft.block.properties.PropertyEnum->net.minecraft.world.level.block.state.properties.EnumProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.client.entity.EntityPlayerSP->net.minecraft.client.player.LocalPlayer=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.IStringSerializable->net.minecraft.util.StringRepresentable=1; import:net.minecraft.util.ResourceLocation->net.minecraft.resources.ResourceLocation=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.RayTraceResult->net.minecraft.world.phys.HitResult=1; import:net.minecraft.util.math.Vec3d->net.minecraft.world.phys.Vec3=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=16; type:EntityLivingBase->LivingEntity=1; type:EntityPlayerSP->LocalPlayer=2; type:EnumFacing->Direction=7; type:IBlockAccess->BlockGetter=2; type:IBlockState->BlockState=15; type:IStringSerializable->StringRepresentable=1; type:PropertyEnum->EnumProperty=2; type:RayTraceResult->HitResult=1; type:Side->Dist=3; type:SideOnly->OnlyIn=3; type:Vec3d->Vec3=2; type:World->Level=4
src/main/java/net/shadowmage/ancientwarfare/structure/block/BlockWoodenThrone.java,50,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:AxisAlignedBB->AABB=11; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=12; type:EnumHand->InteractionHand=1; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=9; type:World->Level=4
src/main/java/net/shadowmage/ancientwarfare/structure/block/WoodVariant.java,2,import:net.minecraft.util.IStringSerializable->net.minecraft.util.StringRepresentable=1; type:IStringSerializable->StringRepresentable=1
src/main/java/net/shadowmage/ancientwarfare/structure/block/altar/BlockAltarCandle.java,34,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.RayTraceResult->net.minecraft.world.phys.HitResult=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=4; type:EntityPlayer->Player=1; type:IBlockAccess->BlockGetter=3; type:IBlockState->BlockState=7; type:RayTraceResult->HitResult=1; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:TileEntity->BlockEntity=1; type:World->Level=3
