file,replacement_count,details
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/TileWorksiteBase.java,43,call:.isRemote->.isClientSide=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.nbt.NBTBase->net.minecraft.nbt.Tag=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.nbt.NBTTagIntArray->net.minecraft.nbt.IntArrayTag=1; import:net.minecraft.nbt.NBTTagList->net.minecraft.nbt.ListTag=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; type:EntityPlayer->Player=3; type:EnumFacing->Direction=21; type:IBlockState->BlockState=1; type:NBTBase->Tag=1; type:NBTTagCompound->CompoundTag=5; type:NBTTagIntArray->IntArrayTag=1; type:NBTTagList->ListTag=3
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/TileWorksiteBounded.java,17,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.util.math.AxisAlignedBB->net.minecraft.world.phys.AABB=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.ChunkPos->net.minecraft.world.level.ChunkPos=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:AxisAlignedBB->AABB=2; type:IBlockState->BlockState=1; type:NBTTagCompound->CompoundTag=5; type:Side->Dist=1; type:SideOnly->OnlyIn=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/TileWorksiteBoundedInventory.java,21,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.nbt.NBTBase->net.minecraft.nbt.Tag=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.nbt.NBTTagIntArray->net.minecraft.nbt.IntArrayTag=1; import:net.minecraft.nbt.NBTTagList->net.minecraft.nbt.ListTag=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=3; type:IBlockState->BlockState=1; type:NBTBase->Tag=1; type:NBTTagCompound->CompoundTag=3; type:NBTTagIntArray->IntArrayTag=3; type:NBTTagList->ListTag=2
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/TileWorksiteFarm.java,25,call:.getItemDamage()->.getDamageValue()=1; call:.getWorldTime()->.getDayTime()=1; call:.isEntityAlive()->.isAlive()=1; call:.setDead()->.discard()=1; import:net.minecraft.block.Block->net.minecraft.world.level.block.Block=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.item.EntityItem->net.minecraft.world.entity.item.ItemEntity=1; import:net.minecraft.init.Items->net.minecraft.world.item.Items=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; type:EntityItem->ItemEntity=3; type:EnumFacing->Direction=1; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=3; type:NBTTagCompound->CompoundTag=3
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/WorkSiteAnimalFarm.java,64,call:.getEntityId()->.getId()=7; call:.getItemDamage()->.getDamageValue()=1; call:.getWorldTime()->.getDayTime()=1; call:.isEntityAlive()->.isAlive()=4; call:.isRemote->.isClientSide=1; call:.setDead()->.discard()=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.Entity->net.minecraft.world.entity.Entity=1; import:net.minecraft.entity.item.EntityItem->net.minecraft.world.entity.item.ItemEntity=1; import:net.minecraft.entity.passive.EntityAnimal->net.minecraft.world.entity.animal.Animal=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.init.Items->net.minecraft.world.item.Items=1; import:net.minecraft.item.Item->net.minecraft.world.item.Item=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.common.eventhandler.SubscribeEvent->net.minecraftforge.eventbus.api.SubscribeEvent=1; type:EntityAnimal->Animal=22; type:EntityItem->ItemEntity=4; type:EntityPlayer->Player=3; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=1; type:NBTTagCompound->CompoundTag=3; type:World->Level=2
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/WorkSiteFishFarm.java,17,call:.isRemote->.isClientSide=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.init.Items->net.minecraft.world.item.Items=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.WorldServer->net.minecraft.server.level.ServerLevel=1; type:EntityPlayer->Player=2; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=1; type:NBTTagCompound->CompoundTag=3; type:WorldServer->ServerLevel=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/WorkSiteQuarry.java,18,call:.isRemote->.isClientSide=1; import:net.minecraft.block.Block->net.minecraft.world.level.block.Block=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.ChunkPos->net.minecraft.world.level.ChunkPos=1; type:EntityPlayer->Player=2; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=2; type:NBTTagCompound->CompoundTag=3
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/CropBreakOnly.java,13,import:net.minecraft.block.Block->net.minecraft.world.level.block.Block=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=4; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/CropDefault.java,23,call:.isRemote->.isClientSide=2; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemBlock->net.minecraft.world.item.BlockItem=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:EnumFacing->Direction=1; type:IBlockState->BlockState=6; type:ItemBlock->BlockItem=2; type:World->Level=5
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/CropGourd.java,2,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; type:IBlockState->BlockState=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/CropKeepBottom.java,23,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=12; type:World->Level=6
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/CropMatureDefined.java,6,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=2; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/CropStem.java,12,call:.isRemote->.isClientSide=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=4; type:World->Level=4
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/CropTall.java,16,call:.isRemote->.isClientSide=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=6; type:World->Level=4
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/ICrop.java,11,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=4; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/cropfarm/WorkSiteCropFarm.java,22,call:.isRemote->.isClientSide=2; import:net.minecraft.block.Block->net.minecraft.world.level.block.Block=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.init.Blocks->net.minecraft.world.level.block.Blocks=1; import:net.minecraft.init.SoundEvents->net.minecraft.sounds.SoundEvents=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.SoundCategory->net.minecraft.sounds.SoundSource=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=1; type:EnumHand->InteractionHand=2; type:IBlockState->BlockState=5; type:SoundCategory->SoundSource=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/fruitfarm/FruitBreakOnly.java,9,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=3; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/fruitfarm/FruitCocoa.java,24,call:.getDefaultState()->.defaultBlockState()=1; import:net.minecraft.block.Block->net.minecraft.world.level.block.Block=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.init.Blocks->net.minecraft.world.level.block.Blocks=1; import:net.minecraft.init.Items->net.minecraft.world.item.Items=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:EnumFacing->Direction=4; type:IBlockState->BlockState=6; type:World->Level=4
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/fruitfarm/FruitPicked.java,12,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=4; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/fruitfarm/FruitPickedDrop.java,7,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=1; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/fruitfarm/FruitPickedRemoveOne.java,5,import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/fruitfarm/IFruit.java,11,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=4; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/fruitfarm/WorkSiteFruitFarm.java,15,call:.isRemote->.isClientSide=2; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:EntityPlayer->Player=1; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=4; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/Branch.java,1,import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/ChorusFlowerDrop.java,10,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.init.Blocks->net.minecraft.world.level.block.Blocks=1; import:net.minecraft.item.Item->net.minecraft.world.item.Item=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=2
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/ChorusScanner.java,27,import:net.minecraft.block.Block->net.minecraft.world.level.block.Block=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.init.Blocks->net.minecraft.world.level.block.Blocks=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:EnumFacing->Direction=14; type:IBlockState->BlockState=2; type:World->Level=5
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/DefaultTreeScanner.java,33,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:EnumFacing->Direction=15; type:IBlockState->BlockState=12; type:World->Level=2
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/HorizontalAABB.java,1,import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/IBlockExtraDrop.java,8,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.IBlockAccess->net.minecraft.world.level.BlockGetter=1; type:IBlockAccess->BlockGetter=1; type:IBlockState->BlockState=2
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/ISapling.java,1,import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/ITree.java,1,import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/ITreeScanner.java,5,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=1; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/Sapling.java,1,import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/Tree.java,1,import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1
src/main/java/net/shadowmage/ancientwarfare/automation/tile/worksite/treefarm/WorkSiteTreeFarm.java,39,call:.isRemote->.isClientSide=2; import:net.minecraft.block.Block->net.minecraft.world.level.block.Block=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.init.Items->net.minecraft.world.item.Items=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; import:net.minecraft.nbt.NBTTagCompound->net.minecraft.nbt.CompoundTag=1; import:net.minecraft.nbt.NBTTagList->net.minecraft.nbt.ListTag=1; import:net.minecraft.nbt.NBTTagLong->net.minecraft.nbt.LongTag=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.NonNullList->net.minecraft.core.NonNullList=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=2; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=6; type:NBTTagCompound->CompoundTag=3; type:NBTTagList->ListTag=6; type:NBTTagLong->LongTag=4; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/core/AWCoreTab.java,1,import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1
src/main/java/net/shadowmage/ancientwarfare/core/AncientWarfareCore.java,6,import:net.minecraft.world.WorldServer->net.minecraft.server.level.ServerLevel=1; import:net.minecraftforge.event.world.WorldEvent->net.minecraftforge.event.level.LevelEvent=1; import:net.minecraftforge.fml.common.eventhandler.EventPriority->net.minecraftforge.eventbus.api.EventPriority=1; import:net.minecraftforge.fml.common.eventhandler.SubscribeEvent->net.minecraftforge.eventbus.api.SubscribeEvent=1; type:WorldEvent->LevelEvent=1; type:WorldServer->ServerLevel=1
src/main/java/net/shadowmage/ancientwarfare/core/block/BlockBase.java,7,import:net.minecraft.block.Block->net.minecraft.world.level.block.Block=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.util.ResourceLocation->net.minecraft.resources.ResourceLocation=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:IBlockState->BlockState=1; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/core/block/BlockBaseCore.java,9,import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.util.ResourceLocation->net.minecraft.resources.ResourceLocation=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:IBlockState->BlockState=1; type:Side->Dist=2; type:SideOnly->OnlyIn=2
src/main/java/net/shadowmage/ancientwarfare/core/block/BlockEngineeringStation.java,35,call:.isRemote->.isClientSide=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=4; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=10; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:TileEntity->BlockEntity=1; type:World->Level=4
src/main/java/net/shadowmage/ancientwarfare/core/block/BlockResearchStation.java,35,import:net.minecraft.block.properties.PropertyBool->net.minecraft.world.level.block.state.properties.BooleanProperty=1; import:net.minecraft.block.state.IBlockState->net.minecraft.world.level.block.state.BlockState=1; import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.tileentity.TileEntity->net.minecraft.world.level.block.entity.BlockEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; import:net.minecraft.util.EnumHand->net.minecraft.world.InteractionHand=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraftforge.fml.relauncher.Side->net.minecraftforge.api.distmarker.Dist=1; import:net.minecraftforge.fml.relauncher.SideOnly->net.minecraftforge.api.distmarker.OnlyIn=1; type:EntityLivingBase->LivingEntity=1; type:EntityPlayer->Player=1; type:EnumFacing->Direction=4; type:EnumHand->InteractionHand=1; type:IBlockState->BlockState=9; type:PropertyBool->BooleanProperty=2; type:Side->Dist=1; type:SideOnly->OnlyIn=1; type:TileEntity->BlockEntity=1; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/core/block/BlockRotationHandler.java,21,import:net.minecraft.entity.EntityLivingBase->net.minecraft.world.entity.LivingEntity=1; import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; type:EntityLivingBase->LivingEntity=1; type:EnumFacing->Direction=18
src/main/java/net/shadowmage/ancientwarfare/core/block/Direction.java,2,import:net.minecraft.util.EnumFacing->net.minecraft.core.Direction=1; type:EnumFacing->Direction=1
src/main/java/net/shadowmage/ancientwarfare/core/command/CommandResearch.java,1,import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1
src/main/java/net/shadowmage/ancientwarfare/core/command/CommandUtils.java,22,call:.getDefaultState()->.defaultBlockState()=4; import:net.minecraft.entity.Entity->net.minecraft.world.entity.Entity=1; import:net.minecraft.entity.player.EntityPlayer->net.minecraft.world.entity.player.Player=1; import:net.minecraft.entity.player.EntityPlayerMP->net.minecraft.server.level.ServerPlayer=1; import:net.minecraft.util.ResourceLocation->net.minecraft.resources.ResourceLocation=1; import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1; import:net.minecraft.util.math.ChunkPos->net.minecraft.world.level.ChunkPos=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; import:net.minecraft.world.biome.Biome->net.minecraft.world.level.biome.Biome=1; import:net.minecraftforge.fml.common.eventhandler.SubscribeEvent->net.minecraftforge.eventbus.api.SubscribeEvent=1; import:net.minecraftforge.fml.common.gameevent.TickEvent->net.minecraftforge.event.TickEvent=1; import:net.minecraftforge.fml.common.registry.ForgeRegistries->net.minecraftforge.registries.ForgeRegistries=1; type:EntityPlayer->Player=1; type:EntityPlayerMP->ServerPlayer=5; type:World->Level=1
src/main/java/net/shadowmage/ancientwarfare/core/command/ISubCommand.java,1,import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1
src/main/java/net/shadowmage/ancientwarfare/core/command/ParentCommand.java,1,import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1
src/main/java/net/shadowmage/ancientwarfare/core/command/RootCommand.java,1,import:net.minecraft.util.math.BlockPos->net.minecraft.core.BlockPos=1
src/main/java/net/shadowmage/ancientwarfare/core/compat/CompatLoader.java,1,api:Loader.isModLoaded->ModList.get().isLoaded=1
src/main/java/net/shadowmage/ancientwarfare/core/compat/ftb/FTBTeamViewer.java,5,import:net.minecraft.util.ResourceLocation->net.minecraft.resources.ResourceLocation=1; import:net.minecraft.world.World->net.minecraft.world.level.Level=1; type:World->Level=3
src/main/java/net/shadowmage/ancientwarfare/core/compat/jei/AWJEIPlugin.java,6,call:.getTagCompound()->.getTag()=1; call:.hasTagCompound()->.hasTag()=1; import:net.minecraft.inventory.Container->net.minecraft.world.inventory.AbstractContainerMenu=1; import:net.minecraft.item.Item->net.minecraft.world.item.Item=1; import:net.minecraft.item.ItemStack->net.minecraft.world.item.ItemStack=1; type:Container->AbstractContainerMenu=1
